5.000000000000000000e-01	-4.856962223533588308e+00	6.195039296167402787e-01
6.525423728813559698e-01	-3.864304357393478995e+00	5.324710771762546369e-01
8.050847457627119397e-01	-5.173341126079853858e+00	7.709272294424133198e-01
9.576271186440677985e-01	-4.103907253666152499e+00	6.169684921531204402e-01
1.110169491525423879e+00	-4.207858896440432872e+00	5.632278951586113802e-01
1.262711864406779849e+00	-3.954877021028154527e+00	5.002100968328080377e-01
1.415254237288135597e+00	-3.259077990438659089e+00	6.807321863480619850e-01
1.567796610169491567e+00	-3.218406086287394441e+00	5.405628186599992224e-01
1.720338983050847537e+00	-2.284294405247736304e+00	5.836226200997309821e-01
1.872881355932203506e+00	-1.820532807102357653e+00	7.052893866176701554e-01
2.025423728813559698e+00	-2.422460921446885518e+00	6.347939766194381495e-01
2.177966101694915224e+00	-1.402367484375250939e+00	5.941668087181903868e-01
2.330508474576271194e+00	-2.034622513405019539e+00	4.744876958682128776e-01
2.483050847457627164e+00	-1.841690227170650784e+00	6.677824112801323819e-01
2.635593220338983134e+00	-2.560031625363703434e-01	6.714842986554915294e-01
2.788135593220339103e+00	-7.164839786983321357e-01	7.361610222922998492e-01
2.940677966101695073e+00	-3.346859216625115430e-01	6.256041290411860079e-01
3.093220338983051043e+00	-8.799250262055889893e-01	5.616817458665590568e-01
3.245762711864407013e+00	-8.576727005808663096e-01	4.746002695222030776e-01
3.398305084745762983e+00	-1.141029855996790188e-01	6.891856030902838715e-01
3.550847457627118953e+00	-8.718987787638329268e-01	4.928741125068872297e-01
3.703389830508474923e+00	2.865503344471784231e-02	5.388411372919005293e-01
3.855932203389830892e+00	-4.631527816099891837e-01	8.090624598130595757e-01
4.008474576271186862e+00	-1.355504264403804005e-01	5.401572700287428086e-01
4.161016949152542388e+00	7.458886602474977812e-01	4.673505137506569485e-01
4.313559322033897914e+00	5.407291657137329732e-01	5.798775562233575709e-01
4.466101694915254328e+00	8.443424189634484156e-01	5.682253705507559483e-01
4.618644067796610742e+00	1.578576423314634880e+00	4.149490761780394443e-01
4.771186440677966267e+00	9.098204627868333727e-01	5.175591009058730929e-01
4.923728813559322681e+00	2.362062997975411083e+00	5.009980193996106390e-01
5.076271186440678207e+00	1.701926220973757786e+00	6.869324750066361229e-01
5.228813559322034621e+00	2.166604054398570955e+00	5.944879999867080933e-01
5.381355932203390147e+00	3.023176989562968320e+00	6.316481451021624949e-01
5.533898305084745672e+00	2.377909500137559640e+00	8.212850602133914268e-01
5.686440677966102086e+00	3.328006802460770075e+00	4.540844920610572766e-01
5.838983050847457612e+00	4.757379737328298219e+00	4.958069698042253948e-01
5.991525423728814026e+00	2.874802753705675507e+00	4.782435608908571778e-01
6.144067796610169552e+00	3.749112689795365938e+00	8.076918257121232791e-01
6.296610169491525966e+00	4.383609304951182395e+00	4.981754481037901083e-01
6.449152542372881491e+00	3.842139854127832876e+00	5.877038951764328445e-01
6.601694915254237905e+00	3.624926127028911704e+00	6.651079541710743781e-01
6.754237288135593431e+00	4.488174164965000656e+00	6.474400741161424611e-01
6.906779661016949845e+00	5.045173654187842693e+00	6.633151648924574539e-01
7.059322033898305371e+00	5.517251597942201435e+00	4.311368586090227328e-01
7.211864406779661785e+00	4.373754646811177871e+00	6.881197831239591611e-01
7.364406779661017310e+00	3.724071431164067913e+00	4.664741717599317772e-01
7.516949152542373724e+00	5.335418115295057717e+00	7.054718323802742219e-01
7.669491525423729250e+00	5.887709702044607418e+00	5.482951925349111022e-01
7.822033898305084776e+00	6.364850243911407190e+00	6.738677757266864354e-01
7.974576271186441190e+00	6.516506800739829686e+00	6.922516115496952782e-01
8.127118644067795827e+00	6.514830825126189495e+00	7.423030614333403499e-01
8.279661016949152241e+00	6.632331013678535392e+00	5.375654821543470741e-01
8.432203389830508655e+00	7.216129064822750294e+00	7.488572189980271521e-01
8.584745762711865069e+00	6.418557864280792558e+00	4.159542616085669664e-01
8.737288135593221483e+00	6.985067972891144450e+00	5.826675891581944988e-01
8.889830508474576121e+00	6.477852847960495097e+00	6.452999935922010266e-01
9.042372881355932535e+00	7.123322981866617276e+00	5.421432828942790438e-01
9.194915254237288949e+00	7.977464156558530917e+00	6.266646915805826890e-01
9.347457627118645362e+00	8.425846115399235003e+00	6.384213184136242614e-01
9.500000000000000000e+00	8.128703734005524595e+00	6.150389301112207940e-01
